Rank,English_Meaning,Language_A,Word_A,Language_B,Word_B,Similarity_Score,Pattern_Detected
2877,horrible,gl,horrible,it,orribile,0.875,delta: 'horrib' vs 'orribi'
2877,horrible,gl,horrible,ro,oribil,0.714,delta: 'horrible' vs 'oribil'
2877,horrible,it,orribile,ro,oribil,0.857,delta: 'ribile' vs 'ibil'
2878,burden,es,carga,fr,charge,0.727,delta: 'arga' vs 'harge'
2878,burden,fr,charge,gl,carga,0.727,delta: 'harge' vs 'arga'
2878,burden,it,fardello,pt,fardo,0.769,delta: 'ell' vs ''
2879,violation,en,violation,ca,violació,0.706,delta: 'tion' vs 'ció'
2879,violation,en,violation,es,violación,0.778,delta: 'tio' vs 'ció'
2879,violation,en,violation,gl,violación,0.778,delta: 'tio' vs 'ció'
2879,violation,en,violation,it,violazione,0.842,delta: 'tion' vs 'zione'
2879,violation,en,violation,pt,violação,0.706,delta: 'tion' vs 'ção'
2879,violation,ca,violació,es,violación,0.941,delta: '' vs 'n'
2879,violation,ca,violació,fr,violation,0.706,delta: 'ció' vs 'tion'
2879,violation,ca,violació,gl,violación,0.941,delta: '' vs 'n'
2879,violation,es,violación,fr,violation,0.778,delta: 'ció' vs 'tio'
2879,violation,es,violación,it,violazione,0.737,delta: 'ción' vs 'zione'
2879,violation,fr,violation,gl,violación,0.778,delta: 'tio' vs 'ció'
2879,violation,fr,violation,it,violazione,0.842,delta: 'tion' vs 'zione'
2879,violation,fr,violation,pt,violação,0.706,delta: 'tion' vs 'ção'
2879,violation,gl,violación,it,violazione,0.737,delta: 'ción' vs 'zione'
2880,unlike,ca,a diferència,es,a diferencia de,0.815,delta: 'ència' vs 'encia de'
2880,unlike,ca,a diferència,gl,a diferenza,0.783,delta: 'ènci' vs 'enz'
2880,unlike,es,a diferencia de,gl,a diferenza,0.769,delta: 'cia de' vs 'za'
2880,unlike,es,a diferencia de,it,a differenza di,0.800,delta: 'erencia de' vs 'ferenza di'
2880,unlike,gl,a diferenza,it,a differenza di,0.846,delta: 'erenza' vs 'ferenza di'
2881,idiot,en,idiot,ca,idiota,0.909,delta: '' vs 'a'
2881,idiot,en,idiot,es,idiota,0.909,delta: '' vs 'a'
2881,idiot,en,idiot,gl,idiota,0.909,delta: '' vs 'a'
2881,idiot,en,idiot,it,idiota,0.909,delta: '' vs 'a'
2881,idiot,en,idiot,pt,idiota,0.909,delta: '' vs 'a'
2881,idiot,ca,idiota,fr,idiot,0.909,delta: 'a' vs ''
2881,idiot,ca,idiota,ro,idiot,0.909,delta: 'a' vs ''
2881,idiot,es,idiota,fr,idiot,0.909,delta: 'a' vs ''
2881,idiot,es,idiota,ro,idiot,0.909,delta: 'a' vs ''
2881,idiot,fr,idiot,gl,idiota,0.909,delta: '' vs 'a'
2881,idiot,fr,idiot,it,idiota,0.909,delta: '' vs 'a'
2881,idiot,fr,idiot,pt,idiota,0.909,delta: '' vs 'a'
2881,idiot,gl,idiota,ro,idiot,0.909,delta: 'a' vs ''
2881,idiot,it,idiota,ro,idiot,0.909,delta: 'a' vs ''
2881,idiot,pt,idiota,ro,idiot,0.909,delta: 'a' vs ''
2882,lifetime,ca,tota una vida,es,toda la vida,0.800,delta: 'ta un' vs 'da l'
2882,lifetime,ca,tota una vida,gl,toda a vida,0.833,delta: 'ta un' vs 'da '
2882,lifetime,es,toda la vida,gl,toda a vida,0.957,delta: 'l' vs ''
2882,lifetime,es,toda la vida,it,tutta la vita,0.720,delta: 'oda la vid' vs 'utta la vit'
2883,working,gl,traballando,pt,trabalhando,0.909,delta: 'l' vs 'h'
2884,fund,en,fund,pt,fundo,0.889,delta: '' vs 'o'
2884,fund,en,fund,ro,fond,0.750,delta: 'u' vs 'o'
2884,fund,ca,fons,fr,fonds,0.889,delta: '' vs 'd'
2884,fund,ca,fons,ro,fond,0.750,delta: 's' vs 'd'
2884,fund,es,fondo,fr,fonds,0.800,delta: 'o' vs 's'
2884,fund,es,fondo,pt,fundo,0.800,delta: 'o' vs 'u'
2884,fund,es,fondo,ro,fond,0.889,delta: 'o' vs ''
2884,fund,fr,fonds,gl,fondo,0.800,delta: 's' vs 'o'
2884,fund,fr,fonds,ro,fond,0.889,delta: 's' vs ''
2884,fund,gl,fondo,pt,fundo,0.800,delta: 'o' vs 'u'
2884,fund,gl,fondo,ro,fond,0.889,delta: 'o' vs ''
2885,ongoing,es,en curso,fr,en cours,0.875,delta: 'urso' vs 'ours'
2885,ongoing,es,en curso,it,in corso,0.750,delta: 'en cu' vs 'in co'
2885,ongoing,fr,en cours,gl,en curso,0.875,delta: 'ours' vs 'urso'
2885,ongoing,fr,en cours,it,in corso,0.750,delta: 'en cours' vs 'in corso'
2885,ongoing,gl,en curso,it,in corso,0.750,delta: 'en cu' vs 'in co'
2886,react,ca,reaccionar,ro,reacţiona,0.842,delta: 'cionar' vs 'ţiona'
2886,react,es,reaccionar,ro,reacţiona,0.842,delta: 'cionar' vs 'ţiona'
2886,react,fr,réagir,it,reagire,0.769,delta: 'éagir' vs 'eagire'
2886,react,fr,réagir,pt,reagir,0.833,delta: 'é' vs 'e'
2886,react,gl,reaccionar,ro,reacţiona,0.842,delta: 'cionar' vs 'ţiona'
2886,react,it,reagire,pt,reagir,0.923,delta: 'e' vs ''
2887,routine,en,routine,ca,rutina,0.769,delta: 'outine' vs 'utina'
2887,routine,en,routine,es,rutina,0.769,delta: 'outine' vs 'utina'
2887,routine,en,routine,gl,rutina,0.769,delta: 'outine' vs 'utina'
2887,routine,en,routine,pt,rotina,0.769,delta: 'utine' vs 'tina'
2887,routine,en,routine,ro,rutină,0.769,delta: 'outine' vs 'utină'
2887,routine,ca,rutina,fr,routine,0.769,delta: 'utina' vs 'outine'
2887,routine,ca,rutina,it,routine,0.769,delta: 'utina' vs 'outine'
2887,routine,ca,rutina,pt,rotina,0.833,delta: 'u' vs 'o'
2887,routine,ca,rutina,ro,rutină,0.833,delta: 'a' vs 'ă'
2887,routine,es,rutina,fr,routine,0.769,delta: 'utina' vs 'outine'
2887,routine,es,rutina,it,routine,0.769,delta: 'utina' vs 'outine'
2887,routine,es,rutina,pt,rotina,0.833,delta: 'u' vs 'o'
2887,routine,es,rutina,ro,rutină,0.833,delta: 'a' vs 'ă'
2887,routine,fr,routine,gl,rutina,0.769,delta: 'outine' vs 'utina'
2887,routine,fr,routine,pt,rotina,0.769,delta: 'utine' vs 'tina'
2887,routine,fr,routine,ro,rutină,0.769,delta: 'outine' vs 'utină'
2887,routine,gl,rutina,it,routine,0.769,delta: 'utina' vs 'outine'
2887,routine,gl,rutina,pt,rotina,0.833,delta: 'u' vs 'o'
2887,routine,gl,rutina,ro,rutină,0.833,delta: 'a' vs 'ă'
2887,routine,it,routine,pt,rotina,0.769,delta: 'utine' vs 'tina'
2887,routine,it,routine,ro,rutină,0.769,delta: 'outine' vs 'utină'
2888,presentation,en,presentation,ca,presentació,0.783,delta: 'tion' vs 'ció'
2888,presentation,en,presentation,es,presentación,0.833,delta: 'tio' vs 'ció'
2888,presentation,en,presentation,fr,présentation,0.917,delta: 'e' vs 'é'
2888,presentation,en,presentation,gl,presentación,0.833,delta: 'tio' vs 'ció'
2888,presentation,en,presentation,it,presentazione,0.880,delta: 'tion' vs 'zione'
2888,presentation,en,presentation,pt,apresentação,0.750,delta: 'presentation' vs 'apresentação'
2888,presentation,ca,presentació,es,presentación,0.957,delta: '' vs 'n'
2888,presentation,ca,presentació,gl,presentación,0.957,delta: '' vs 'n'
2888,presentation,ca,presentació,it,presentazione,0.750,delta: 'ció' vs 'zione'
2888,presentation,es,presentación,fr,présentation,0.750,delta: 'esentació' vs 'ésentatio'
2888,presentation,es,presentación,it,presentazione,0.800,delta: 'ción' vs 'zione'
2888,presentation,fr,présentation,gl,presentación,0.750,delta: 'ésentatio' vs 'esentació'
2888,presentation,fr,présentation,it,presentazione,0.800,delta: 'ésentation' vs 'esentazione'
2888,presentation,gl,presentación,it,presentazione,0.800,delta: 'ción' vs 'zione'
2888,presentation,it,presentazione,pt,apresentação,0.720,delta: 'presentazione' vs 'apresentação'
2889,supply,ca,subministrament,es,suministro,0.720,delta: 'bministrament' vs 'ministro'
2889,supply,ca,subministrament,gl,subministración,0.800,delta: 'ment' vs 'ción'
2889,supply,es,suministro,gl,subministración,0.720,delta: 'ministro' vs 'bministración'
2889,supply,fr,fournir,it,fornitura,0.750,delta: 'urnir' vs 'rnitura'
2890,gear,ca,engranatge,es,engranaje,0.842,delta: 'tg' vs 'j'
2890,gear,ca,engranatge,gl,engrenaxe,0.737,delta: 'anatg' vs 'enax'
2890,gear,ca,engranatge,pt,engrenagem,0.800,delta: 'anatge' vs 'enagem'
2890,gear,es,engranaje,gl,engrenaxe,0.778,delta: 'anaj' vs 'enax'
2890,gear,es,engranaje,pt,engrenagem,0.737,delta: 'anaje' vs 'enagem'
2890,gear,es,engranaje,ro,Angrenaj,0.706,delta: 'engranaje' vs 'Angrenaj'
2890,gear,gl,engrenaxe,pt,engrenagem,0.842,delta: 'xe' vs 'gem'
2890,gear,gl,engrenaxe,ro,Angrenaj,0.706,delta: 'engrenaxe' vs 'Angrenaj'
2891,photograph,en,photograph,fr,photographier,0.870,delta: '' vs 'ier'
2891,photograph,ca,fotografia,es,fotografía,0.900,delta: 'i' vs 'í'
2891,photograph,ca,fotografia,gl,fotografía,0.900,delta: 'i' vs 'í'
2891,photograph,ca,fotografia,ro,fotografie,0.900,delta: 'a' vs 'e'
2891,photograph,es,fotografía,it,fotografia,0.900,delta: 'í' vs 'i'
2891,photograph,es,fotografía,pt,fotografia,0.900,delta: 'í' vs 'i'
2891,photograph,es,fotografía,ro,fotografie,0.800,delta: 'ía' vs 'ie'
2891,photograph,gl,fotografía,it,fotografia,0.900,delta: 'í' vs 'i'
2891,photograph,gl,fotografía,pt,fotografia,0.900,delta: 'í' vs 'i'
2891,photograph,gl,fotografía,ro,fotografie,0.800,delta: 'ía' vs 'ie'
2891,photograph,it,fotografia,ro,fotografie,0.900,delta: 'a' vs 'e'
2891,photograph,pt,fotografia,ro,fotografie,0.900,delta: 'a' vs 'e'
2892,mexican,en,mexican,ca,mexicana,0.933,delta: '' vs 'a'
2892,mexican,en,mexican,es,mexicano,0.933,delta: '' vs 'o'
2892,mexican,en,mexican,fr,mexicain,0.933,delta: '' vs 'i'
2892,mexican,en,mexican,gl,mexicano,0.933,delta: '' vs 'o'
2892,mexican,en,mexican,it,messicano,0.750,delta: 'xican' vs 'ssicano'
2892,mexican,en,mexican,pt,mexicano,0.933,delta: '' vs 'o'
2892,mexican,ca,mexicana,es,mexicano,0.875,delta: 'a' vs 'o'
2892,mexican,ca,mexicana,fr,mexicain,0.875,delta: 'na' vs 'in'
2892,mexican,ca,mexicana,gl,mexicano,0.875,delta: 'a' vs 'o'
2892,mexican,ca,mexicana,it,messicano,0.706,delta: 'xicana' vs 'ssicano'
2892,mexican,ca,mexicana,pt,mexicano,0.875,delta: 'a' vs 'o'
2892,mexican,ca,mexicana,ro,mexican,0.933,delta: 'a' vs ''
2892,mexican,es,mexicano,fr,mexicain,0.875,delta: 'no' vs 'in'
2892,mexican,es,mexicano,it,messicano,0.824,delta: 'x' vs 'ss'
2892,mexican,es,mexicano,ro,mexican,0.933,delta: 'o' vs ''
2892,mexican,fr,mexicain,gl,mexicano,0.875,delta: 'in' vs 'no'
2892,mexican,fr,mexicain,it,messicano,0.706,delta: 'xicain' vs 'ssicano'
2892,mexican,fr,mexicain,pt,mexicano,0.875,delta: 'in' vs 'no'
2892,mexican,fr,mexicain,ro,mexican,0.933,delta: 'i' vs ''
2892,mexican,gl,mexicano,it,messicano,0.824,delta: 'x' vs 'ss'
2892,mexican,gl,mexicano,ro,mexican,0.933,delta: 'o' vs ''
2892,mexican,it,messicano,pt,mexicano,0.824,delta: 'ss' vs 'x'
2892,mexican,it,messicano,ro,mexican,0.750,delta: 'ssicano' vs 'xican'
2892,mexican,pt,mexicano,ro,mexican,0.933,delta: 'o' vs ''
2893,stadium,en,stadium,ca,estadi,0.769,delta: 'stadium' vs 'estadi'
2893,stadium,en,stadium,es,estadio,0.714,delta: 'stadium' vs 'estadio'
2893,stadium,en,stadium,gl,estadio,0.714,delta: 'stadium' vs 'estadio'
2893,stadium,en,stadium,it,stadio,0.769,delta: 'um' vs 'o'
2893,stadium,en,stadium,ro,stadiu,0.923,delta: 'm' vs ''
2893,stadium,ca,estadi,es,estadio,0.923,delta: '' vs 'o'
2893,stadium,ca,estadi,fr,stade,0.727,delta: 'estadi' vs 'stade'
2893,stadium,ca,estadi,gl,estadio,0.923,delta: '' vs 'o'
2893,stadium,ca,estadi,it,stadio,0.833,delta: 'estadi' vs 'stadio'
2893,stadium,ca,estadi,pt,estádio,0.769,delta: 'adi' vs 'ádio'
2893,stadium,ca,estadi,ro,stadiu,0.833,delta: 'estadi' vs 'stadiu'
2893,stadium,es,estadio,it,stadio,0.923,delta: 'e' vs ''
2893,stadium,es,estadio,pt,estádio,0.857,delta: 'a' vs 'á'
2893,stadium,es,estadio,ro,stadiu,0.769,delta: 'estadio' vs 'stadiu'
2893,stadium,fr,stade,it,stadio,0.727,delta: 'e' vs 'io'
2893,stadium,fr,stade,ro,stadiu,0.727,delta: 'e' vs 'iu'
2893,stadium,gl,estadio,it,stadio,0.923,delta: 'e' vs ''
2893,stadium,gl,estadio,pt,estádio,0.857,delta: 'a' vs 'á'
2893,stadium,gl,estadio,ro,stadiu,0.769,delta: 'estadio' vs 'stadiu'
2893,stadium,it,stadio,pt,estádio,0.769,delta: 'sta' vs 'está'
2893,stadium,it,stadio,ro,stadiu,0.833,delta: 'o' vs 'u'
2894,translate,ca,traduir,es,traducir,0.933,delta: '' vs 'c'
2894,translate,ca,traduir,fr,Traduire,0.800,delta: 'traduir' vs 'Traduire'
2894,translate,ca,traduir,gl,traducir,0.933,delta: '' vs 'c'
2894,translate,ca,traduir,it,tradurre,0.800,delta: 'ir' vs 'rre'
2894,translate,ca,traduir,pt,traduzir,0.933,delta: '' vs 'z'
2894,translate,es,traducir,fr,Traduire,0.750,delta: 'traducir' vs 'Traduire'
2894,translate,es,traducir,it,tradurre,0.750,delta: 'cir' vs 'rre'
2894,translate,es,traducir,pt,traduzir,0.875,delta: 'c' vs 'z'
2894,translate,es,traducir,ro,Traduceți,0.706,delta: 'traducir' vs 'Traduceți'
2894,translate,fr,Traduire,gl,traducir,0.750,delta: 'Traduire' vs 'traducir'
2894,translate,fr,Traduire,it,tradurre,0.750,delta: 'Tradui' vs 'tradur'
2894,translate,fr,Traduire,pt,traduzir,0.750,delta: 'Traduire' vs 'traduzir'
2894,translate,fr,Traduire,ro,Traduceți,0.706,delta: 'ire' vs 'ceți'
2894,translate,gl,traducir,it,tradurre,0.750,delta: 'cir' vs 'rre'
2894,translate,gl,traducir,pt,traduzir,0.875,delta: 'c' vs 'z'
2894,translate,gl,traducir,ro,Traduceți,0.706,delta: 'traducir' vs 'Traduceți'
2894,translate,it,tradurre,pt,traduzir,0.750,delta: 'rre' vs 'zir'
2896,sheriff,en,sheriff,fr,shérif,0.769,delta: 'erif' vs 'éri'
2896,sheriff,en,sheriff,it,sceriffo,0.800,delta: 'heriff' vs 'ceriffo'
2896,sheriff,ca,xèrif,gl,xerife,0.727,delta: 'èrif' vs 'erife'
2896,sheriff,ca,xèrif,pt,xerife,0.727,delta: 'èrif' vs 'erife'
2896,sheriff,gl,xerife,ro,şerif,0.727,delta: 'xerife' vs 'şerif'
2896,sheriff,pt,xerife,ro,şerif,0.727,delta: 'xerife' vs 'şerif'
2897,clinic,en,clinic,ca,clínica,0.769,delta: 'inic' vs 'ínica'
2897,clinic,en,clinic,es,clínica,0.769,delta: 'inic' vs 'ínica'
2897,clinic,en,clinic,fr,clinique,0.714,delta: 'c' vs 'que'
2897,clinic,en,clinic,gl,clínica,0.769,delta: 'inic' vs 'ínica'
2897,clinic,en,clinic,it,clinica,0.923,delta: '' vs 'a'
2897,clinic,en,clinic,pt,clínica,0.769,delta: 'inic' vs 'ínica'
2897,clinic,en,clinic,ro,clinica,0.923,delta: '' vs 'a'
2897,clinic,ca,clínica,it,clinica,0.857,delta: 'í' vs 'i'
2897,clinic,ca,clínica,ro,clinica,0.857,delta: 'í' vs 'i'
2897,clinic,es,clínica,it,clinica,0.857,delta: 'í' vs 'i'
2897,clinic,es,clínica,ro,clinica,0.857,delta: 'í' vs 'i'
2897,clinic,gl,clínica,it,clinica,0.857,delta: 'í' vs 'i'
2897,clinic,gl,clínica,ro,clinica,0.857,delta: 'í' vs 'i'
2897,clinic,it,clinica,pt,clínica,0.857,delta: 'i' vs 'í'
2897,clinic,pt,clínica,ro,clinica,0.857,delta: 'í' vs 'i'
2898,spin,ca,girar,gl,xirar,0.800,delta: 'g' vs 'x'
2898,spin,es,girar,gl,xirar,0.800,delta: 'g' vs 'x'
2899,coalition,en,coalition,ca,coalició,0.706,delta: 'tion' vs 'ció'
2899,coalition,en,coalition,es,coalición,0.778,delta: 'tio' vs 'ció'
2899,coalition,en,coalition,gl,coalición,0.778,delta: 'tio' vs 'ció'
2899,coalition,en,coalition,it,coalizione,0.842,delta: 'tion' vs 'zione'
2899,coalition,en,coalition,ro,coaliţie,0.706,delta: 'tion' vs 'ţie'
2899,coalition,ca,coalició,es,coalición,0.941,delta: '' vs 'n'
2899,coalition,ca,coalició,fr,coalition,0.706,delta: 'ció' vs 'tion'
2899,coalition,ca,coalició,gl,coalición,0.941,delta: '' vs 'n'
2899,coalition,ca,coalició,ro,coaliţie,0.750,delta: 'ció' vs 'ţie'
2899,coalition,es,coalición,fr,coalition,0.778,delta: 'ció' vs 'tio'
2899,coalition,es,coalición,it,coalizione,0.737,delta: 'ción' vs 'zione'
2899,coalition,es,coalición,ro,coaliţie,0.706,delta: 'ción' vs 'ţie'
2899,coalition,fr,coalition,gl,coalición,0.778,delta: 'tio' vs 'ció'
2899,coalition,fr,coalition,it,coalizione,0.842,delta: 'tion' vs 'zione'
2899,coalition,fr,coalition,ro,coaliţie,0.706,delta: 'tion' vs 'ţie'
2899,coalition,gl,coalición,it,coalizione,0.737,delta: 'ción' vs 'zione'
2899,coalition,gl,coalición,ro,coaliţie,0.706,delta: 'ción' vs 'ţie'
2899,coalition,it,coalizione,ro,coaliţie,0.778,delta: 'zion' vs 'ţi'
2900,naturally,en,naturally,ro,natural,0.875,delta: 'ly' vs ''
2900,naturally,ca,naturalment,es,naturalmente,0.957,delta: '' vs 'e'
2900,naturally,ca,naturalment,fr,naturellement,0.833,delta: 'al' vs 'elle'
2900,naturally,ca,naturalment,gl,naturalmente,0.957,delta: '' vs 'e'
2900,naturally,ca,naturalment,it,naturalmente,0.957,delta: '' vs 'e'
2900,naturally,ca,naturalment,pt,naturalmente,0.957,delta: '' vs 'e'
2900,naturally,ca,naturalment,ro,natural,0.778,delta: 'ment' vs ''
2900,naturally,es,naturalmente,fr,naturellement,0.800,delta: 'almente' vs 'ellement'
2900,naturally,es,naturalmente,ro,natural,0.737,delta: 'mente' vs ''
2900,naturally,fr,naturellement,gl,naturalmente,0.800,delta: 'ellement' vs 'almente'
2900,naturally,fr,naturellement,it,naturalmente,0.800,delta: 'ellement' vs 'almente'
2900,naturally,fr,naturellement,pt,naturalmente,0.800,delta: 'ellement' vs 'almente'
2900,naturally,gl,naturalmente,ro,natural,0.737,delta: 'mente' vs ''
2900,naturally,it,naturalmente,ro,natural,0.737,delta: 'mente' vs ''
2900,naturally,pt,naturalmente,ro,natural,0.737,delta: 'mente' vs ''
2902,mix,gl,mesturar,pt,misturar,0.875,delta: 'e' vs 'i'
2903,menu,en,menu,ca,menú,0.750,delta: 'u' vs 'ú'
2903,menu,en,menu,es,menú,0.750,delta: 'u' vs 'ú'
2903,menu,en,menu,gl,menú,0.750,delta: 'u' vs 'ú'
2903,menu,en,menu,it,menù,0.750,delta: 'u' vs 'ù'
2903,menu,en,menu,ro,meniul,0.800,delta: 'u' vs 'iul'
2903,menu,ca,menú,fr,menu,0.750,delta: 'ú' vs 'u'
2903,menu,ca,menú,it,menù,0.750,delta: 'ú' vs 'ù'
2903,menu,es,menú,fr,menu,0.750,delta: 'ú' vs 'u'
2903,menu,es,menú,it,menù,0.750,delta: 'ú' vs 'ù'
2903,menu,fr,menu,gl,menú,0.750,delta: 'u' vs 'ú'
2903,menu,fr,menu,it,menù,0.750,delta: 'u' vs 'ù'
2903,menu,fr,menu,ro,meniul,0.800,delta: 'u' vs 'iul'
2903,menu,gl,menú,it,menù,0.750,delta: 'ú' vs 'ù'
2905,advertising,ca,publicitat,es,publicidad,0.800,delta: 'tat' vs 'dad'
2905,advertising,ca,publicitat,fr,La publicité,0.727,delta: 'publicitat' vs 'La publicité'
2905,advertising,ca,publicitat,gl,publicidade,0.762,delta: 'tat' vs 'dade'
2905,advertising,ca,publicitat,it,pubblicità,0.800,delta: 'licitat' vs 'blicità'
2905,advertising,ca,publicitat,pt,publicidade,0.762,delta: 'tat' vs 'dade'
2905,advertising,ca,publicitat,ro,publicitate,0.952,delta: '' vs 'e'
2905,advertising,es,publicidad,gl,publicidade,0.952,delta: '' vs 'e'
2905,advertising,es,publicidad,pt,publicidade,0.952,delta: '' vs 'e'
2905,advertising,es,publicidad,ro,publicitate,0.762,delta: 'dad' vs 'tate'
2905,advertising,fr,La publicité,it,pubblicità,0.727,delta: 'La publicité' vs 'pubblicità'
2905,advertising,gl,publicidade,ro,publicitate,0.818,delta: 'dad' vs 'tat'
2905,advertising,it,pubblicità,ro,publicitate,0.762,delta: 'blicità' vs 'licitate'
2905,advertising,pt,publicidade,ro,publicitate,0.818,delta: 'dad' vs 'tat'
2906,interpret,en,interpret,ca,interpretar,0.900,delta: '' vs 'ar'
2906,interpret,en,interpret,es,interpretar,0.900,delta: '' vs 'ar'
2906,interpret,en,interpret,fr,interpréter,0.800,delta: 'et' vs 'éter'
2906,interpret,en,interpret,gl,interpretar,0.900,delta: '' vs 'ar'
2906,interpret,en,interpret,it,interpretare,0.857,delta: '' vs 'are'
2906,interpret,en,interpret,pt,interpretar,0.900,delta: '' vs 'ar'
2906,interpret,en,interpret,ro,interpreta,0.947,delta: '' vs 'a'
2906,interpret,ca,interpretar,fr,interpréter,0.818,delta: 'eta' vs 'éte'
2906,interpret,ca,interpretar,it,interpretare,0.957,delta: '' vs 'e'
2906,interpret,ca,interpretar,ro,interpreta,0.952,delta: 'r' vs ''
2906,interpret,es,interpretar,fr,interpréter,0.818,delta: 'eta' vs 'éte'
2906,interpret,es,interpretar,it,interpretare,0.957,delta: '' vs 'e'
2906,interpret,es,interpretar,ro,interpreta,0.952,delta: 'r' vs ''
2906,interpret,fr,interpréter,gl,interpretar,0.818,delta: 'éte' vs 'eta'
2906,interpret,fr,interpréter,it,interpretare,0.783,delta: 'éter' vs 'etare'
2906,interpret,fr,interpréter,pt,interpretar,0.818,delta: 'éte' vs 'eta'
2906,interpret,fr,interpréter,ro,interpreta,0.762,delta: 'éter' vs 'eta'
2906,interpret,gl,interpretar,it,interpretare,0.957,delta: '' vs 'e'
2906,interpret,gl,interpretar,ro,interpreta,0.952,delta: 'r' vs ''
2906,interpret,it,interpretare,pt,interpretar,0.957,delta: 'e' vs ''
2906,interpret,it,interpretare,ro,interpreta,0.909,delta: 're' vs ''
2906,interpret,pt,interpretar,ro,interpreta,0.952,delta: 'r' vs ''
2907,plant,en,plant,ca,planta,0.909,delta: '' vs 'a'
2907,plant,en,plant,es,planta,0.909,delta: '' vs 'a'
2907,plant,en,plant,fr,plante,0.909,delta: '' vs 'e'
2907,plant,en,plant,gl,planta,0.909,delta: '' vs 'a'
2907,plant,en,plant,it,pianta,0.727,delta: 'lant' vs 'ianta'
2907,plant,en,plant,pt,plantar,0.833,delta: '' vs 'ar'
2907,plant,en,plant,ro,plantă,0.909,delta: '' vs 'ă'
2907,plant,ca,planta,fr,plante,0.833,delta: 'a' vs 'e'
2907,plant,ca,planta,it,pianta,0.833,delta: 'l' vs 'i'
2907,plant,ca,planta,pt,plantar,0.923,delta: '' vs 'r'
2907,plant,ca,planta,ro,plantă,0.833,delta: 'a' vs 'ă'
2907,plant,es,planta,fr,plante,0.833,delta: 'a' vs 'e'
2907,plant,es,planta,it,pianta,0.833,delta: 'l' vs 'i'
2907,plant,es,planta,pt,plantar,0.923,delta: '' vs 'r'
2907,plant,es,planta,ro,plantă,0.833,delta: 'a' vs 'ă'
2907,plant,fr,plante,gl,planta,0.833,delta: 'e' vs 'a'
2907,plant,fr,plante,pt,plantar,0.769,delta: 'e' vs 'ar'
2907,plant,fr,plante,ro,plantă,0.833,delta: 'e' vs 'ă'
2907,plant,gl,planta,it,pianta,0.833,delta: 'l' vs 'i'
2907,plant,gl,planta,pt,plantar,0.923,delta: '' vs 'r'
2907,plant,gl,planta,ro,plantă,0.833,delta: 'a' vs 'ă'
2907,plant,it,pianta,pt,plantar,0.769,delta: 'ianta' vs 'lantar'
2907,plant,pt,plantar,ro,plantă,0.769,delta: 'ar' vs 'ă'
2909,muslim,en,muslim,ca,musulmà,0.769,delta: 'lim' vs 'ulmà'
2909,muslim,en,muslim,es,musulmán,0.714,delta: 'lim' vs 'ulmán'
2909,muslim,en,muslim,fr,musulman,0.714,delta: 'lim' vs 'ulman'
2909,muslim,en,muslim,gl,musulmán,0.714,delta: 'lim' vs 'ulmán'
2909,muslim,en,muslim,ro,musulman,0.714,delta: 'lim' vs 'ulman'
2909,muslim,ca,musulmà,es,musulmán,0.800,delta: 'à' vs 'án'
2909,muslim,ca,musulmà,fr,musulman,0.800,delta: 'à' vs 'an'
2909,muslim,ca,musulmà,gl,musulmán,0.800,delta: 'à' vs 'án'
2909,muslim,ca,musulmà,it,musulmano,0.750,delta: 'à' vs 'ano'
2909,muslim,ca,musulmà,ro,musulman,0.800,delta: 'à' vs 'an'
